Position,From,To,Academic Connection,Country Connection,Music Connection,Sports Connection,Movie Connection
4733,56,58,,,,,
4734,56,59,,,,,
4735,56,60,,,,,
4736,56,61,,,,,
4737,56,62,,,,,
4738,56,63,,,,,
4739,56,64,,,,,
4740,56,65,,,,,
4741,56,66,,,,,
4742,56,67,,,,,
4743,56,68,,,,,
4744,56,69,,,,,
4745,56,70,,,,,
4746,56,71,,,,,
4747,56,72,,,,,
4748,56,73,,,,,
4749,56,74,,,,,
4750,56,75,,,,,
4751,56,76,,,,,
4752,56,77,,,,,
4753,56,78,,,,,
4754,56,79,,,,,
4755,56,80,,,,,
4756,56,81,,,,,
4757,56,82,,,,,
4758,56,83,,,,,
4759,56,84,,,,,
4760,56,85,,,,,
4761,57,1,,,,,
4762,57,2,,,,,
4763,57,3,,,,,
4764,57,4,,,,,
4765,57,5,,,,,
4766,57,6,,,,,
4767,57,7,,,,,
4768,57,8,,,,,
4769,57,9,,,,,
4770,57,10,,,,,
4771,57,11,,,,,
4772,57,12,,,,,
4773,57,13,,,,,
4774,57,14,,,,,
4775,57,15,,,,,
4776,57,16,,,,,
4777,57,17,,,,,
4778,57,18,,,,,
4779,57,19,,,,,
4780,57,20,,,,,
4781,57,21,,,,,
4782,57,22,,,,,
4783,57,23,,,,,
4784,57,24,,,,,
4785,57,25,,,,,
4786,57,26,,,,,
4787,57,27,,,,,
4788,57,28,,,,,
4789,57,29,,,,,
4790,57,30,,,,,
4791,57,31,,,,,
4792,57,32,,,,,
4793,57,33,,,,,
4794,57,34,,,,,
4795,57,35,,,,,
4796,57,36,,,,,
4797,57,37,,,,,
4798,57,38,,,,,
4799,57,39,,,,,
4800,57,40,,,,,
4801,57,41,,,,,
4802,57,42,,,,,
4803,57,43,,,,,
4804,57,44,,,,,
4805,57,45,,,,,
4806,57,46,,,,,
4807,57,47,,,,,
4808,57,48,,,,,
4809,57,49,,,,,
4810,57,50,,,,,
4811,57,51,,,,,
4812,57,52,,,,,
4813,57,53,,,,,
4814,57,54,,,,,
4815,57,55,,,,,
4816,57,56,,,,,
4817,57,57,,,,,
4818,57,58,,,,,
4819,57,59,,,,,
4820,57,60,,,,,
4821,57,61,,,,,
4822,57,62,,,,,
4823,57,63,,,,,
4824,57,64,,,,,
4825,57,65,,,,,
4826,57,66,,,,,
4827,57,67,,,,,
4828,57,68,,,,,
4829,57,69,,,,,
4830,57,70,,,,,
4831,57,71,,,,,
4832,57,72,,,,,
4833,57,73,,,,,
4834,57,74,,,,,
4835,57,75,,,,,
4836,57,76,,,,,
4837,57,77,,,,,
4838,57,78,,,,,
4839,57,79,,,,,
4840,57,80,,,,,
4841,57,81,,,,,
4842,57,82,,,,,
4843,57,83,,,,,
4844,57,84,,,,,
4845,57,85,,,,,
4846,58,1,,,,,
4847,58,2,,,,,
4848,58,3,,,,,
4849,58,4,,,,,
4850,58,5,,,,,
4851,58,6,,,,,
4852,58,7,,,,,
4853,58,8,,,,,
4854,58,9,,,,,
4855,58,10,,,,,
4856,58,11,,,,,
4857,58,12,,,,,
4858,58,13,,,,,
4859,58,14,,,,,
4860,58,15,,,,,
4861,58,16,,,,,
4862,58,17,,,,,
4863,58,18,,,,,
4864,58,19,,,,,
4865,58,20,,,,,
4866,58,21,,,,,
4867,58,22,,,,,
4868,58,23,,,,,
4869,58,24,,,,,
4870,58,25,,,,,
4871,58,26,,,,,
4872,58,27,,,,,
4873,58,28,,,,,
4874,58,29,,,,,
4875,58,30,,,,,
4876,58,31,,,,,
4877,58,32,,,,,
4878,58,33,,,,,
4879,58,34,,,,,
4880,58,35,,,,,
4881,58,36,,,,,
4882,58,37,,,,,
4883,58,38,,,,,
4884,58,39,,,,,
4885,58,40,,,,,
4886,58,41,,,,,
4887,58,42,,,,,
4888,58,43,,,,,
4889,58,44,,,,,
4890,58,45,,,,,
4891,58,46,,,,,
4892,58,47,,,,,
4893,58,48,,,,,
4894,58,49,,,,,
4895,58,50,,,,,
4896,58,51,,,,,
4897,58,52,,,,,
4898,58,53,,,,,
4899,58,54,,,,,
4900,58,55,,,,,
4901,58,56,,,,,
4902,58,57,,,,,
4903,58,58,,,,,
4904,58,59,,,,,
4905,58,60,,,,,
4906,58,61,,,,,
4907,58,62,,,,,
4908,58,63,,,,,
4909,58,64,,,,,
4910,58,65,,,,,
4911,58,66,,,,,
4912,58,67,,,,,
4913,58,68,,,,,
4914,58,69,,,,,
4915,58,70,,,,,
4916,58,71,,,,,
4917,58,72,,,,,
4918,58,73,,,,,
4919,58,74,,,,,
4920,58,75,,,,,
4921,58,76,,,,,
4922,58,77,,,,,
4923,58,78,,,,,
4924,58,79,,,,,
4925,58,80,,,,,
4926,58,81,,,,,
4927,58,82,,,,,
4928,58,83,,,,,
4929,58,84,,,,,
4930,58,85,,,,,
4931,59,1,,,,,
4932,59,2,,,,,
4933,59,3,,,,,
4934,59,4,,,,,
4935,59,5,,,,,
4936,59,6,,,,,
4937,59,7,,,,,
4938,59,8,,,,,
4939,59,9,,,,,
4940,59,10,,,,,
4941,59,11,,,,,
4942,59,12,,,,,
4943,59,13,,,,,
4944,59,14,,,,,
4945,59,15,,,,,
4946,59,16,,,,,
4947,59,17,,,,,
4948,59,18,,,,,
4949,59,19,,,,,
4950,59,20,,,,,
4951,59,21,,,,,
4952,59,22,,,,,
4953,59,23,,,,,
4954,59,24,,,,,
4955,59,25,,,,,
4956,59,26,,,,,
4957,59,27,,,,,
4958,59,28,,,,,
4959,59,29,,,,,
4960,59,30,,,,,
4961,59,31,,,,,
4962,59,32,,,,,
4963,59,33,,,,,
4964,59,34,,,,,
4965,59,35,,,,,
4966,59,36,,,,,
4967,59,37,,,,,
4968,59,38,,,,,
4969,59,39,,,,,
4970,59,40,,,,,
4971,59,41,,,,,
4972,59,42,,,,,
4973,59,43,,,,,
4974,59,44,,,,,
4975,59,45,,,,,
4976,59,46,,,,,
4977,59,47,,,,,
4978,59,48,,,,,
4979,59,49,,,,,
4980,59,50,,,,,
4981,59,51,,,,,
4982,59,52,,,,,
4983,59,53,,,,,
4984,59,54,,,,,
4985,59,55,,,,,
4986,59,56,,,,,
4987,59,57,,,,,
4988,59,58,,,,,
4989,59,59,,,,,
4990,59,60,,,,,
4991,59,61,,,,,
4992,59,62,,,,,
4993,59,63,,,,,
4994,59,64,,,,,
4995,59,65,,,,,
4996,59,66,,,,,
4997,59,67,,,,,
4998,59,68,,,,,
4999,59,69,,,,,
5000,59,70,,,,,
5001,59,71,,,,,
5002,59,72,,,,,
5003,59,73,,,,,
5004,59,74,,,,,
5005,59,75,,,,,
5006,59,76,,,,,
5007,59,77,,,,,
5008,59,78,,,,,
5009,59,79,,,,,
5010,59,80,,,,,
5011,59,81,,,,,
5012,59,82,,,,,
5013,59,83,,,,,
5014,59,84,,,,,
5015,59,85,,,,,
5016,60,1,,,,,
5017,60,2,,,,,
5018,60,3,,,,,
5019,60,4,,,,,
5020,60,5,,,,,
5021,60,6,,,,,
5022,60,7,,,,,
5023,60,8,,,,,
5024,60,9,,,,,
5025,60,10,,,,,
5026,60,11,,,,,
5027,60,12,,,,,
5028,60,13,,,,,
5029,60,14,,,,,
5030,60,15,,,,,
5031,60,16,,,,,
5032,60,17,,,,,
5033,60,18,,,,,
5034,60,19,,,,,
5035,60,20,,,,,
5036,60,21,,,,,
5037,60,22,,,,,
5038,60,23,,,,,
5039,60,24,,,,,
5040,60,25,,,,,
5041,60,26,,,,,
5042,60,27,,,,,
5043,60,28,,,,,
5044,60,29,,,,,
5045,60,30,,,,,
5046,60,31,,,,,
5047,60,32,,,,,
5048,60,33,,,,,
5049,60,34,,,,,
5050,60,35,,,,,
5051,60,36,,,,,
5052,60,37,,,,,
5053,60,38,,,,,
5054,60,39,,,,,
5055,60,40,,,,,
5056,60,41,,,,,
5057,60,42,,,,,
5058,60,43,,,,,
5059,60,44,,,,,
5060,60,45,,,,,
5061,60,46,,,,,
5062,60,47,,,,,
5063,60,48,,,,,
5064,60,49,,,,,
5065,60,50,,,,,
5066,60,51,,,,,
5067,60,52,,,,,
5068,60,53,,,,,
5069,60,54,,,,,
5070,60,55,,,,,
5071,60,56,,,,,
5072,60,57,,,,,
5073,60,58,,,,,
5074,60,59,,,,,
5075,60,60,,,,,
5076,60,61,,,,,
5077,60,62,,,,,
5078,60,63,,,,,
5079,60,64,,,,,
5080,60,65,,,,,
5081,60,66,,,,,
5082,60,67,,,,,
5083,60,68,,,,,
5084,60,69,,,,,
5085,60,70,,,,,
5086,60,71,,,,,
5087,60,72,,,,,
5088,60,73,,,,,
5089,60,74,,,,,
5090,60,75,,,,,
5091,60,76,,,,,
5092,60,77,,,,,
5093,60,78,,,,,
5094,60,79,,,,,
5095,60,80,,,,,
5096,60,81,,,,,
5097,60,82,,,,,
5098,60,83,,,,,
5099,60,84,,,,,
5100,60,85,,,,,
5101,61,1,,,,,
5102,61,2,,,,,
5103,61,3,,,,,
5104,61,4,,,,,
5105,61,5,,,,,
5106,61,6,,,,,
5107,61,7,,,,,
5108,61,8,,,,,
5109,61,9,,,,,
5110,61,10,,,,,
5111,61,11,,,,,
5112,61,12,,,,,
5113,61,13,,,,,
5114,61,14,,,,,
5115,61,15,,,,,
5116,61,16,,,,,
5117,61,17,,,,,
5118,61,18,,,,,
5119,61,19,,,,,
5120,61,20,,,,,
5121,61,21,,,,,
5122,61,22,,,,,
5123,61,23,,,,,
5124,61,24,,,,,
5125,61,25,,,,,
5126,61,26,,,,,
5127,61,27,,,,,
5128,61,28,,,,,
5129,61,29,,,,,
5130,61,30,,,,,
5131,61,31,,,,,
5132,61,32,,,,,
5133,61,33,,,,,
5134,61,34,,,,,
5135,61,35,,,,,
5136,61,36,,,,,
5137,61,37,,,,,
5138,61,38,,,,,
5139,61,39,,,,,
5140,61,40,,,,,
5141,61,41,,,,,
5142,61,42,,,,,
5143,61,43,,,,,
5144,61,44,,,,,
5145,61,45,,,,,
5146,61,46,,,,,
5147,61,47,,,,,
5148,61,48,,,,,
5149,61,49,,,,,
5150,61,50,,,,,
5151,61,51,,,,,
5152,61,52,,,,,
5153,61,53,,,,,
5154,61,54,,,,,
5155,61,55,,,,,
5156,61,56,,,,,
5157,61,57,,,,,
5158,61,58,,,,,
5159,61,59,,,,,
5160,61,60,,,,,
5161,61,61,,,,,
5162,61,62,,,,,
5163,61,63,,,,,
5164,61,64,,,,,
5165,61,65,,,,,
5166,61,66,,,,,
5167,61,67,,,,,
5168,61,68,,,,,
5169,61,69,,,,,
5170,61,70,,,,,
5171,61,71,,,,,
5172,61,72,,,,,
5173,61,73,,,,,
5174,61,74,,,,,
5175,61,75,,,,,
5176,61,76,,,,,
5177,61,77,,,,,
5178,61,78,,,,,
5179,61,79,,,,,
5180,61,80,,,,,
5181,61,81,,,,,
5182,61,82,,,,,
5183,61,83,,,,,
5184,61,84,,,,,
5185,61,85,,,,,
5186,62,1,,,,,
5187,62,2,,,,,
5188,62,3,,,,,
5189,62,4,,,,,
5190,62,5,,,,,
5191,62,6,,,,,
5192,62,7,,,,,
5193,62,8,,,,,
5194,62,9,,,,,
5195,62,10,,,,,
5196,62,11,,,,,
5197,62,12,,,,,
5198,62,13,,,,,
5199,62,14,,,,,
5200,62,15,,,,,
5201,62,16,,,,,
5202,62,17,,,,,
5203,62,18,,,,,
5204,62,19,,,,,
5205,62,20,,,,,
5206,62,21,,,,,
5207,62,22,,,,,
5208,62,23,,,,,
5209,62,24,,,,,
5210,62,25,,,,,
5211,62,26,,,,,
5212,62,27,,,,,
5213,62,28,,,,,
5214,62,29,,,,,
5215,62,30,,,,,
5216,62,31,,,,,
5217,62,32,,,,,
5218,62,33,,,,,
5219,62,34,,,,,
5220,62,35,,,,,
5221,62,36,,,,,
5222,62,37,,,,,
5223,62,38,,,,,
5224,62,39,,,,,
5225,62,40,,,,,
5226,62,41,,,,,
5227,62,42,,,,,
5228,62,43,,,,,
5229,62,44,,,,,
5230,62,45,,,,,
5231,62,46,,,,,
5232,62,47,,,,,
5233,62,48,,,,,
5234,62,49,,,,,
5235,62,50,,,,,
5236,62,51,,,,,
5237,62,52,,,,,
5238,62,53,,,,,
5239,62,54,,,,,
5240,62,55,,,,,
5241,62,56,,,,,
5242,62,57,,,,,
5243,62,58,,,,,
5244,62,59,,,,,
5245,62,60,,,,,
5246,62,61,,,,,
5247,62,62,,,,,
5248,62,63,,,,,
5249,62,64,,,,,
5250,62,65,,,,,
5251,62,66,,,,,
5252,62,67,,,,,
5253,62,68,,,,,
5254,62,69,,,,,
5255,62,70,,,,,
5256,62,71,,,,,
5257,62,72,,,,,
5258,62,73,,,,,
5259,62,74,,,,,
5260,62,75,,,,,
5261,62,76,,,,,
5262,62,77,,,,,
5263,62,78,,,,,
5264,62,79,,,,,
5265,62,80,,,,,
5266,62,81,,,,,
5267,62,82,,,,,
5268,62,83,,,,,
5269,62,84,,,,,
5270,62,85,,,,,
5271,63,1,,,,,
5272,63,2,,,,,
5273,63,3,,,,,
5274,63,4,,,,,
5275,63,5,,,,,
5276,63,6,,,,,
5277,63,7,,,,,
5278,63,8,,,,,
5279,63,9,,,,,
5280,63,10,,,,,
5281,63,11,,,,,
5282,63,12,,,,,
5283,63,13,,,,,
5284,63,14,,,,,
5285,63,15,,,,,
5286,63,16,,,,,
5287,63,17,,,,,
5288,63,18,,,,,
5289,63,19,,,,,
5290,63,20,,,,,
5291,63,21,,,,,
5292,63,22,,,,,
5293,63,23,,,,,
5294,63,24,,,,,
5295,63,25,,,,,
5296,63,26,,,,,
5297,63,27,,,,,
5298,63,28,,,,,
5299,63,29,,,,,
5300,63,30,,,,,
5301,63,31,,,,,
5302,63,32,,,,,
5303,63,33,,,,,
5304,63,34,,,,,
5305,63,35,,,,,
5306,63,36,,,,,
5307,63,37,,,,,
5308,63,38,,,,,
5309,63,39,,,,,
5310,63,40,,,,,
5311,63,41,,,,,
5312,63,42,,,,,
5313,63,43,,,,,
5314,63,44,,,,,
5315,63,45,,,,,
5316,63,46,,,,,
5317,63,47,,,,,
5318,63,48,,,,,
5319,63,49,,,,,
5320,63,50,,,,,
5321,63,51,,,,,
5322,63,52,,,,,
5323,63,53,,,,,
5324,63,54,,,,,
5325,63,55,,,,,
5326,63,56,,,,,
5327,63,57,,,,,
5328,63,58,,,,,
5329,63,59,,,,,
5330,63,60,,,,,
5331,63,61,,,,,
5332,63,62,,,,,
5333,63,63,,,,,
5334,63,64,,,,,
5335,63,65,,,,,
5336,63,66,,,,,
5337,63,67,,,,,
5338,63,68,,,,,
5339,63,69,,,,,
5340,63,70,,,,,
5341,63,71,,,,,
5342,63,72,,,,,
5343,63,73,,,,,
5344,63,74,,,,,
5345,63,75,,,,,
5346,63,76,,,,,
5347,63,77,,,,,
5348,63,78,,,,,
5349,63,79,,,,,
5350,63,80,,,,,
5351,63,81,,,,,
5352,63,82,,,,,
5353,63,83,,,,,
5354,63,84,,,,,
5355,63,85,,,,,
5356,64,1,,,,,
5357,64,2,,,,,
5358,64,3,,,,,
5359,64,4,,,,,
5360,64,5,,,,,
5361,64,6,,,,,
5362,64,7,,,,,
5363,64,8,,,,,
5364,64,9,,,,,
5365,64,10,,,,,
5366,64,11,,,,,
5367,64,12,,,,,
5368,64,13,,,,,
5369,64,14,,,,,
5370,64,15,,,,,
5371,64,16,,,,,
5372,64,17,,,,,
5373,64,18,,,,,
5374,64,19,,,,,
5375,64,20,,,,,
5376,64,21,,,,,
5377,64,22,,,,,
5378,64,23,,,,,
5379,64,24,,,,,
5380,64,25,,,,,
5381,64,26,,,,,
5382,64,27,,,,,
5383,64,28,,,,,
5384,64,29,,,,,
5385,64,30,,,,,
5386,64,31,,,,,
5387,64,32,,,,,
5388,64,33,,,,,
5389,64,34,,,,,
5390,64,35,,,,,
5391,64,36,,,,,
5392,64,37,,,,,
5393,64,38,,,,,
5394,64,39,,,,,
5395,64,40,,,,,
5396,64,41,,,,,
5397,64,42,,,,,
5398,64,43,,,,,
5399,64,44,,,,,
5400,64,45,,,,,
5401,64,46,,,,,
5402,64,47,,,,,
5403,64,48,,,,,
5404,64,49,,,,,
5405,64,50,,,,,
5406,64,51,,,,,
5407,64,52,,,,,
5408,64,53,,,,,
5409,64,54,,,,,
5410,64,55,,,,,
5411,64,56,,,,,
5412,64,57,,,,,
5413,64,58,,,,,
5414,64,59,,,,,
5415,64,60,,,,,
5416,64,61,,,,,
5417,64,62,,,,,
5418,64,63,,,,,
5419,64,64,,,,,
5420,64,65,,,,,
5421,64,66,,,,,
5422,64,67,,,,,
5423,64,68,,,,,
5424,64,69,,,,,
5425,64,70,,,,,
5426,64,71,,,,,
5427,64,72,,,,,
5428,64,73,,,,,
5429,64,74,,,,,
5430,64,75,,,,,
5431,64,76,,,,,
5432,64,77,,,,,
5433,64,78,,,,,
5434,64,79,,,,,
5435,64,80,,,,,
5436,64,81,,,,,
5437,64,82,,,,,
5438,64,83,,,,,
5439,64,84,,,,,
5440,64,85,,,,,
5441,65,1,,,,,
5442,65,2,,,,,
5443,65,3,,,,,
5444,65,4,,,,,
5445,65,5,,,,,
5446,65,6,,,,,
5447,65,7,,,,,
5448,65,8,,,,,
5449,65,9,,,,,
5450,65,10,,,,,
5451,65,11,,,,,
5452,65,12,,,,,
5453,65,13,,,,,
5454,65,14,,,,,
5455,65,15,,,,,
5456,65,16,,,,,
5457,65,17,,,,,
5458,65,18,,,,,
5459,65,19,,,,,
5460,65,20,,,,,
5461,65,21,,,,,
5462,65,22,,,,,
5463,65,23,,,,,
5464,65,24,,,,,
5465,65,25,,,,,
5466,65,26,,,,,
5467,65,27,,,,,
5468,65,28,,,,,
5469,65,29,,,,,
5470,65,30,,,,,
5471,65,31,,,,,
5472,65,32,,,,,
5473,65,33,,,,,
5474,65,34,,,,,
5475,65,35,,,,,
5476,65,36,,,,,
5477,65,37,,,,,
5478,65,38,,,,,
5479,65,39,,,,,
5480,65,40,,,,,
5481,65,41,,,,,
5482,65,42,,,,,
5483,65,43,,,,,
5484,65,44,,,,,
5485,65,45,,,,,
5486,65,46,,,,,
5487,65,47,,,,,
5488,65,48,,,,,
5489,65,49,,,,,
5490,65,50,,,,,
5491,65,51,,,,,
5492,65,52,,,,,
5493,65,53,,,,,
5494,65,54,,,,,
5495,65,55,,,,,
5496,65,56,,,,,
5497,65,57,,,,,
5498,65,58,,,,,
5499,65,59,,,,,
5500,65,60,,,,,
5501,65,61,,,,,
5502,65,62,,,,,
5503,65,63,,,,,
5504,65,64,,,,,
5505,65,65,,,,,
5506,65,66,,,,,
5507,65,67,,,,,
5508,65,68,,,,,
5509,65,69,,,,,
5510,65,70,,,,,
5511,65,71,,,,,
5512,65,72,,,,,
5513,65,73,,,,,
5514,65,74,,,,,
5515,65,75,,,,,
5516,65,76,,,,,
5517,65,77,,,,,
5518,65,78,,,,,
5519,65,79,,,,,
5520,65,80,,,,,
5521,65,81,,,,,
5522,65,82,,,,,
5523,65,83,,,,,
5524,65,84,,,,,
5525,65,85,,,,,
5526,66,1,,,,,
5527,66,2,,,,,
5528,66,3,,,,,
5529,66,4,,,,,
5530,66,5,,,,,
5531,66,6,,,,,
5532,66,7,,,,,
5533,66,8,,,,,
5534,66,9,,,,,
5535,66,10,,,,,
5536,66,11,,,,,
5537,66,12,,,,,
5538,66,13,,,,,
5539,66,14,,,,,
5540,66,15,,,,,
5541,66,16,,,,,
5542,66,17,,,,,
5543,66,18,,,,,
5544,66,19,,,,,
5545,66,20,,,,,
5546,66,21,,,,,
5547,66,22,,,,,
5548,66,23,,,,,
5549,66,24,,,,,
5550,66,25,,,,,
5551,66,26,,,,,
5552,66,27,,,,,
5553,66,28,,,,,
5554,66,29,,,,,
5555,66,30,,,,,
5556,66,31,,,,,
5557,66,32,,,,,
5558,66,33,,,,,
5559,66,34,,,,,
5560,66,35,,,,,
5561,66,36,,,,,
5562,66,37,,,,,
5563,66,38,,,,,
5564,66,39,,,,,
5565,66,40,,,,,
5566,66,41,,,,,
5567,66,42,,,,,
5568,66,43,,,,,
5569,66,44,,,,,
5570,66,45,,,,,
5571,66,46,,,,,
5572,66,47,,,,,
5573,66,48,,,,,
5574,66,49,,,,,
5575,66,50,,,,,
5576,66,51,,,,,
5577,66,52,,,,,
5578,66,53,,,,,
5579,66,54,,,,,
5580,66,55,,,,,
5581,66,56,,,,,
5582,66,57,,,,,
5583,66,58,,,,,
5584,66,59,,,,,
5585,66,60,,,,,
5586,66,61,,,,,
5587,66,62,,,,,
5588,66,63,,,,,
5589,66,64,,,,,
5590,66,65,,,,,
5591,66,66,,,,,
5592,66,67,,,,,
5593,66,68,,,,,
5594,66,69,,,,,
5595,66,70,,,,,
5596,66,71,,,,,
5597,66,72,,,,,
5598,66,73,,,,,
5599,66,74,,,,,
5600,66,75,,,,,
5601,66,76,,,,,
5602,66,77,,,,,
5603,66,78,,,,,
5604,66,79,,,,,
5605,66,80,,,,,
5606,66,81,,,,,
5607,66,82,,,,,
5608,66,83,,,,,
5609,66,84,,,,,
5610,66,85,,,,,
5611,67,1,,,,,
5612,67,2,,,,,
5613,67,3,,,,,
5614,67,4,,,,,
5615,67,5,,,,,
5616,67,6,,,,,
5617,67,7,,,,,
5618,67,8,,,,,
5619,67,9,,,,,
5620,67,10,,,,,
5621,67,11,,,,,
5622,67,12,,,,,
5623,67,13,,,,,
5624,67,14,,,,,
5625,67,15,,,,,
5626,67,16,,,,,
5627,67,17,,,,,
5628,67,18,,,,,
5629,67,19,,,,,
5630,67,20,,,,,
5631,67,21,,,,,
5632,67,22,,,,,
5633,67,23,,,,,
5634,67,24,,,,,
5635,67,25,,,,,
5636,67,26,,,,,
5637,67,27,,,,,
5638,67,28,,,,,
5639,67,29,,,,,
5640,67,30,,,,,
5641,67,31,,,,,
5642,67,32,,,,,
5643,67,33,,,,,
5644,67,34,,,,,
5645,67,35,,,,,
5646,67,36,,,,,
5647,67,37,,,,,
5648,67,38,,,,,
5649,67,39,,,,,
5650,67,40,,,,,
5651,67,41,,,,,
5652,67,42,,,,,
5653,67,43,,,,,
5654,67,44,,,,,
5655,67,45,,,,,
5656,67,46,,,,,
5657,67,47,,,,,
5658,67,48,,,,,
5659,67,49,,,,,
5660,67,50,,,,,
5661,67,51,,,,,
5662,67,52,,,,,
5663,67,53,,,,,
5664,67,54,,,,,
5665,67,55,,,,,
5666,67,56,,,,,
5667,67,57,,,,,
5668,67,58,,,,,
5669,67,59,,,,,
5670,67,60,,,,,
5671,67,61,,,,,
5672,67,62,,,,,
5673,67,63,,,,,
5674,67,64,,,,,
5675,67,65,,,,,
5676,67,66,,,,,
5677,67,67,,,,,
5678,67,68,,,,,
5679,67,69,,,,,
5680,67,70,,,,,
5681,67,71,,,,,
5682,67,72,,,,,
5683,67,73,,,,,
5684,67,74,,,,,
5685,67,75,,,,,
5686,67,76,,,,,
5687,67,77,,,,,
5688,67,78,,,,,
5689,67,79,,,,,
5690,67,80,,,,,
5691,67,81,,,,,
5692,67,82,,,,,
5693,67,83,,,,,
5694,67,84,,,,,
5695,67,85,,,,,
5696,68,1,,,,,
5697,68,2,,,,,
5698,68,3,,,,,
5699,68,4,,,,,
5700,68,5,,,,,
5701,68,6,,,,,
5702,68,7,,,,,
5703,68,8,,,,,
5704,68,9,,,,,
5705,68,10,,,,,
5706,68,11,,,,,
5707,68,12,,,,,
5708,68,13,,,,,
5709,68,14,,,,,
5710,68,15,,,,,
5711,68,16,,,,,
5712,68,17,,,,,
5713,68,18,,,,,
5714,68,19,,,,,
5715,68,20,,,,,
5716,68,21,,,,,
5717,68,22,,,,,
5718,68,23,,,,,
5719,68,24,,,,,
5720,68,25,,,,,
5721,68,26,,,,,
5722,68,27,,,,,
5723,68,28,,,,,
5724,68,29,,,,,
5725,68,30,,,,,
5726,68,31,,,,,
5727,68,32,,,,,
5728,68,33,,,,,
5729,68,34,,,,,
5730,68,35,,,,,
5731,68,36,,,,,
5732,68,37,,,,,
5733,68,38,,,,,
5734,68,39,,,,,
5735,68,40,,,,,
5736,68,41,,,,,
5737,68,42,,,,,
5738,68,43,,,,,
5739,68,44,,,,,
5740,68,45,,,,,
5741,68,46,,,,,
5742,68,47,,,,,
5743,68,48,,,,,
5744,68,49,,,,,
5745,68,50,,,,,
5746,68,51,,,,,
5747,68,52,,,,,
5748,68,53,,,,,
5749,68,54,,,,,
5750,68,55,,,,,
5751,68,56,,,,,
5752,68,57,,,,,
5753,68,58,,,,,
5754,68,59,,,,,
5755,68,60,,,,,
5756,68,61,,,,,
5757,68,62,,,,,
5758,68,63,,,,,
5759,68,64,,,,,
5760,68,65,,,,,
5761,68,66,,,,,
5762,68,67,,,,,
5763,68,68,,,,,
5764,68,69,,,,,
5765,68,70,,,,,
5766,68,71,,,,,
5767,68,72,,,,,
5768,68,73,,,,,
5769,68,74,,,,,
5770,68,75,,,,,
5771,68,76,,,,,
5772,68,77,,,,,
5773,68,78,,,,,
5774,68,79,,,,,
5775,68,80,,,,,
5776,68,81,,,,,
5777,68,82,,,,,
5778,68,83,,,,,
5779,68,84,,,,,
5780,68,85,,,,,
5781,69,1,,,,,
5782,69,2,,,,,
5783,69,3,,,,,
5784,69,4,,,,,
5785,69,5,,,,,
5786,69,6,,,,,
5787,69,7,,,,,
5788,69,8,,,,,
5789,69,9,,,,,
5790,69,10,,,,,
5791,69,11,,,,,
5792,69,12,,,,,
5793,69,13,,,,,
5794,69,14,,,,,
5795,69,15,,,,,
5796,69,16,,,,,
5797,69,17,,,,,
5798,69,18,,,,,
5799,69,19,,,,,
5800,69,20,,,,,
5801,69,21,,,,,
5802,69,22,,,,,
5803,69,23,,,,,
5804,69,24,,,,,
5805,69,25,,,,,
5806,69,26,,,,,
5807,69,27,,,,,
5808,69,28,,,,,
5809,69,29,,,,,
5810,69,30,,,,,
5811,69,31,,,,,
5812,69,32,,,,,
5813,69,33,,,,,
5814,69,34,,,,,
5815,69,35,,,,,
5816,69,36,,,,,
5817,69,37,,,,,
5818,69,38,,,,,
5819,69,39,,,,,
5820,69,40,,,,,
5821,69,41,,,,,
5822,69,42,,,,,
5823,69,43,,,,,
5824,69,44,,,,,
5825,69,45,,,,,
5826,69,46,,,,,
5827,69,47,,,,,
5828,69,48,,,,,
5829,69,49,,,,,
5830,69,50,,,,,
5831,69,51,,,,,
5832,69,52,,,,,
5833,69,53,,,,,
5834,69,54,,,,,
5835,69,55,,,,,
5836,69,56,,,,,
5837,69,57,,,,,
5838,69,58,,,,,
5839,69,59,,,,,
5840,69,60,,,,,
5841,69,61,,,,,
5842,69,62,,,,,
5843,69,63,,,,,
5844,69,64,,,,,
5845,69,65,,,,,
5846,69,66,,,,,
5847,69,67,,,,,
5848,69,68,,,,,
5849,69,69,,,,,
5850,69,70,,,,,
5851,69,71,,,,,
5852,69,72,,,,,
5853,69,73,,,,,
5854,69,74,,,,,
5855,69,75,,,,,
5856,69,76,,,,,
5857,69,77,,,,,
5858,69,78,,,,,
5859,69,79,,,,,
5860,69,80,,,,,
5861,69,81,,,,,
5862,69,82,,,,,
5863,69,83,,,,,
5864,69,84,,,,,
5865,69,85,,,,,
5866,70,1,,,,,
5867,70,2,,,,,
5868,70,3,,,,,
5869,70,4,,,,,
5870,70,5,,,,,
5871,70,6,,,,,
5872,70,7,,,,,
5873,70,8,,,,,
5874,70,9,,,,,
5875,70,10,,,,,
5876,70,11,,,,,
5877,70,12,,,,,
5878,70,13,,,,,
5879,70,14,,,,,
5880,70,15,,,,,
5881,70,16,,,,,
5882,70,17,,,,,
5883,70,18,,,,,
5884,70,19,,,,,
5885,70,20,,,,,
5886,70,21,,,,,
5887,70,22,,,,,
5888,70,23,,,,,
5889,70,24,,,,,
5890,70,25,,,,,
5891,70,26,,,,,
5892,70,27,,,,,
5893,70,28,,,,,
5894,70,29,,,,,
5895,70,30,,,,,
